company_name,address,employees,asset,company_name_kana,company_name_en,searchtag,salesperson,inactive_flag,status
フトディベロップメント株式会社,,,,,,,サイン #,いいえ,
フト株式会社,,,,フト,,, 敏之,いいえ,
リューション株式会社,,,,リューション,,MICROSL,サイン #,いいえ,
ラック・ベル株式会社,,,,ラック・ベル,MicrotracBEL Corp.,,サイン #,はい,休眠
ラックベル株式会社,,,,,,,サイン #,いいえ,
ォーカスエンタープライズ株式会社,,,,,,,サイン #,いいえ,
ォーカス株式会社,,,,ォーカス,Micro Focus K.K.,,サイン #,いいえ,
インフレームリンク株式会社,,,,インフレームリンク,,,サイン #,はい,休眠
メモリジャパン株式会社,,,,,,"フラッシュメモリ製造,フラッシュメモリ販売,最先端メモリ製品",サイン #,いいえ,
ペイジ・インターナショナル・ジャパン株式会社,,,,ペイジ・インターナショナル・ジャパン カブシキガイシャ,,,サイン #,いいえ,
薬株式会社,,,,,,,サイン #,いいえ,
ジャパン株式会社,,,,ジャパン,,, 博之,いいえ,
式会社,,,,,,,サイン #,いいえ,
株式会社,,,,,"McAfee Co., Ltd.",MCAFEE, 一晋,はい,休眠
会社,,,,,,mge, 拓,いいえ,
式会社,,,,,,,サイン #,いいえ,
富士エレ ホールディングス株式会社,,,,ジエレホールディングス,"MACNICA FUJI ELECTRONICS HOLDINGS, INC.",, 茂行,いいえ,
富士エレホールディングス株式会社,,,,ジエレホールディングス,,, 茂行,いいえ,
リューションズ株式会社,,,,リューションズ,Macnica Solutions Corp.,MACS, 茂行,いいえ,
ットワークス株式会社,,,,ットワークス,Macnica Networks Corp.,MACNW, 茂行,いいえ,
ゴルフジャパン株式会社,,,,ゴルフジャパン,MacGregor Golf Japan Ltd.,,サイン #,いいえ,
スジャパン株式会社,,,,スジャパン,,,サイン #,いいえ,
フトウェア･ジャパン株式会社,,,,フトウェアジャパン,"Magic Software Japan, K.K.",,サイン #,いいえ,
ラゴン株式会社,,,,ラゴン,Magic Dragon Corp.,マジック,サイン #,いいえ,
工株式会社,,,,ンコウ,,,サイン #,はい,休眠
チュアル生命保険株式会社,,,,,,,サイン #,いいえ,
ジャパン株式会社,,,,ジャパン,Maserati Japan Ltd.,MASERATI, 拓,いいえ,
ロジャーズジャパン株式会社,,,,ロジャーズジャパン,McKinney Rogers,,サイン #,いいえ,
式会社,,,,,,,サイン #,いいえ,
式会社【注:備考参照】,,,,,,,サイン #,いいえ,
ーキャピタル証券会社,,,,ーキャピタル,,,サイン #,いいえ,
ス株式会社,,,,ス,,, 圭汰,いいえ,
スティクス株式会社,,,,スティクス,,MAZDALOG, 圭汰,いいえ,
会社,,,,,Mazda Motor Corporation,MAZDA, 圭汰,いいえ,
年金基金,,,,ョウネンキンキキン,,MKN, 圭汰,いいえ,
保険組合,,,,コウホケンクミアイ,MAZDA KENPO,MAZDA-KENPO, 良,いいえ,
株式会社,,,,ウハン,,MAZDAHA, 圭汰,いいえ,
ル・テクノロジーズ株式会社,,,,ルテクノロジーズ,"MapR Technologies, K.K.",,サイン #,いいえ,
ジャパン株式会社,,,,ジャパン,"Materion Japan, Ltd.",MBJ,和美,いいえ,
ブラッシュジャパン株式会社,,,,,,,サイン #,いいえ,
ンターナショナル株式会社,,,,ターナショナル,Mattel International,MATTEL,サイン #,はい,休眠
フ・アセット・マネジメント株式会社,,,,フアセットマネジメント,Manulife Asset Management (Japan) Limited,, 業大,はい,休眠
フ生命保険株式会社,,,,フセイメイホケン,Manulife Life Insurance Company,MANULIFE,和美,いいえ,
ントサービス株式会社,,,,ントサービス,,, 龍一,いいえ,
ー株式会社,,,,ー,,, 昴,いいえ,
証券株式会社,,,,ショウケン,"Monex, Inc",, 尚弘,いいえ,
ター株式会社,,,,ター,"Mabuchi Motor Co., Ltd.",, 由佳梨,いいえ,
ットジャパン株式会社,,,,ットジャパン,Mallinckrodt Japan Co.Ltd.,Mallin, 理,いいえ,
式会社,,,,,,マルコメ,サイン #,いいえ,
ープ株式会社,,,,,,,サイン #,いいえ,
ロ株式会社,,,,ロ,Maruha Nichiro Corporation,,サイン #,いいえ,
会社,,,,,"Maruho Co.,Ltd.",MRH, 啓介,いいえ,
株式会社,,,,コウギヨウ,,,サイン #,いいえ,
会社,,,,会社,,Calsonic, 一輝,いいえ,
グループ株式会社,,,,グループ,,, 僚,いいえ,
式会社,,,,,,,サイン #,いいえ,
株式会社,,,,ウワ,,MKD, 映美,いいえ,
ィ株式会社,,,,ィ,,,サイン #,いいえ,
ム株式会社,,,,ム,"MISAWA HOMES CO., LTD.",, 茂行,いいえ,
ーエー・システム株式会社,,,,,,,サイン #,いいえ,
会社,,,,,Mizuno Corporation,, 圭汰,いいえ,
会社,,,,,,,サイン #,いいえ,
ィスマネジメント株式会社,,,,ィスマネジメント,,, 貴広,いいえ,
ポレート銀行,,,,ポレート ギンコウ,"Mizuho Corporate Bank, Ltd.",MCBK,サイン #,いいえ,
ス株式会社,,,,ス,,IBJL,サイン #,いいえ,
株式会社,,,,ウケン,"Mizuho Securities Co., Ltd.",みずほ,恒彦,いいえ,
総研株式会社,,,,ウホウソウケン,"Mizuho Information & Research Institute, Inc.",,恒彦,いいえ,
銀行株式会社,,,,タクギンコウ,"Mizuho Trust & Banking Co., Ltd.",MIZUHO-TB, 亮介,はい,休眠
保証株式会社,,,,ヨウホショウ,,,サイン #,いいえ,
研究所株式会社,,,,ゴウケンキュウショ,,, 敏之,いいえ,
リース株式会社,,,,シバリース,,,サイン #,いいえ,
産販売株式会社,,,,ウサンハンバイ,,,サイン #,いいえ,
行,,,,ンコウ,,,サイン #,いいえ,
式会社,,,,,,MITSUIWA,サイン #,はい,休眠
報株式会社,,,,ョウホウ,,, 雅之,いいえ,
会社,,,,,,,サイン #,いいえ,
株式会社,,,,キ,"Mitsumi Electric Co., Ltd.",,サイン #,いいえ,
会社,,,,,,ミテモ,塚 世樹,いいえ,
株式会社,,,,ゼン,,,サイン #,いいえ,
用品株式会社,,,,ゼンヨウヒン,,MIDORI, 茜,いいえ,
法律事務所,,,,ゴウホウリツジムショ,,,サイン #,いいえ,
プ株式会社,,,,,,,サイン #,いいえ,
ツミ株式会社,,,,ツミ,MinebeaMitsumi Inc.,, 一馬,いいえ,
インサイト合同会社,,,,インサイト,,,サイン #,いいえ,
法人,,,,サホウジン,,, 円,いいえ,
ピタル株式会社,,,,ピタル,,MIYAKO, 拓,いいえ,
再保険会社 日本支店,,,,サイホケンガイシャ ニホンシテン,Munich Re Japan Life Branch,MURUCK, 聖志,いいえ,
株式会社,,,,,,,サイン #,いいえ,
サルティンググループ,,,,,,,サイン #,いいえ,
サルティング株式会社,,,,,,,サイン #,いいえ,
式会社,,,,,,,サイン #,いいえ,
法律事務所,,,,ゴウホウリツジムショ,Mirai Sogo Law Offices,,サイン #,いいえ,
ルディングス株式会社,,,,,,グループ会社運営,サイン #,いいえ,
アセスメント株式会社,,,,,,,サイン #,いいえ,
クノロジーズ・キャンベラ株式会社,,,,クノロジーズキャンベラ,,, 晃禎,いいえ,
ジャパン株式会社,,,,ジャパン,Purple Labs Japan Inc.,,サイン #,いいえ,
ンディアル株式会社,,,,ディアル,"Millea Mondial Co., Ltd.",,サイン #,いいえ,
･キャピタル･マネジメント･アジア･リミテッド 日本支店,,,,キャピタルマネジメントアジアリミテッドニホンシテン,"Millennium Capital Management Asia Limited, Tokyo Branch",MILLENNIUM, 拓,いいえ,終息
コンサルティング合同会社,,,,,,,サイン #,いいえ,
ィールド･サポート株式会社,,,,ールドサポート,Musashi Field Support Co.Ltd.,MFS, 拓,はい,休眠
テム株式会社,,,,テム,,,賀 将善,いいえ,
ァーマ株式会社,,,,ァーマ,Mundipharma K.K.,MUNDI,サイン #,はい,休眠
同乳業株式会社,,,,,,,サイン #,いいえ,
シャツ鎌倉,,,,,,"アクセサリー製造,アクセサリー販売,シャツ製造,シャツ販売,ネクタイ製造,ネクタイ販売",サイン #,いいえ,
シャツ鎌倉株式会社,,,,,,,サイン #,いいえ,
リー･インベストメンツ･ジャパン株式会社,,,,リーインベストメンツジャパン,,MAPLET,サイン #,はい,休眠
株式会社,,,,,,"人事管理システム開発,建設業向けソフトウェア開発,施工管理システム開発,生産管理システム開発,給与管理システム開発,給与計算ソフト販売,計算ソフトウェア販売",サイン #,いいえ,
中,,,,,,"コンタクトレンズ,コンタクトレンズ製造,コンタクトレンズ販売,サングラス,メガネフレーム,メガネレンズ,メガネ専門店,眼鏡店運営,眼鏡製造,眼鏡販売,福祉機器販売,補聴器,補聴器製造,補聴器販売",サイン #,いいえ,
中チェーン株式会社,,,,ナカチェーン,TANAKA-CHAIN OPTICAL COMPANY,TANAKA, 良,いいえ,
中ホールディングス株式会社,,,,ナカホールディングス,MEGANENO TANAKA HOLDINGS K.K.,MTH,友秀,いいえ,
ター株式会社,,,,ター,"METAWATER Co., Ltd.",METAWATER,サイン #,はい,休眠
開発株式会社,,,,ウホウカイハツ,"MEC BUSINESS SYSTEM SOLUTIONS CO.,LTD",MEC, 和範,いいえ,
ュニケーションズ株式会社,,,,,,, 亮介,いいえ,
フアジアジャパンレップオフィス,,,,,,,サイン #,いいえ,
フアセットマネジメント株式会社,,,,フアセットマネジメント,,, 千夏,いいえ,
フアリコ生命保険株式会社,,,,フアリコセイメイホケン,MetLife Alico Life Insurance KK,MALI, 美紀,いいえ,
フ健康保険組合,,,,フケンコウホケンクミアイ,,, 千夏,いいえ,
フ生命保険株式会社,,,,フセイメイホケン,MetLife Insurance K.K.,ALICO, 千夏,いいえ,
ッジ株式会社,,,,,,,サイン #,いいえ,
ンフォート株式会社,,,,,,,サイン #,いいえ,
イト株式会社,,,,イト,MediaSite K.K,, 匡一,いいえ,
ホールディングス株式会社,,,,ホールディングス,"MEDIUS HOLDINGS Co.,Ltd.",MEDIUS, 哲平,いいえ,
ック株式会社,,,,ック,,,サイン #,いいえ,
ート株式会社,,,,ート,"Media Mart Co., Ltd.",MediaMart, 隆一郎,いいえ,
ンク株式会社,,,,,,"ECサイト構築,SEO対策,コールセンター向けソフトウェア開発",サイン #,いいえ,
研株式会社,,,,ウケンカブシキガイシャ,,,サイン #,いいえ,
･ケア･サービス株式会社,,,,ケアサービス,Medical Care Service Company Inc.,MCS, 一馬,いいえ,
・データ・ビジョン株式会社,,,,・データ・ビジョン,"Medical Data Vision Co., Ltd.",MDV, 茂行,いいえ,
グリッド株式会社,,,,,,,サイン #,いいえ,
プラザ篠崎,,,,プラザシノザキ,,,サイン #,いいえ,
式会社,,,,,,,サイン #,いいえ,
ックソファモアダネック株式会社,,,,ックソファモアダネック,"Medtronic Sofamor Danek, Co., Ltd.",MSDJ, 健太,いいえ,
ッシュアンドキャリージャパン株式会社,,,,ッシュアンドキャリージャパン,,, 彩,いいえ,
ステクノロジーズジャパン株式会社,,,,,,,サイン #,いいえ,
チ日本証券株式会社,,,,チニホンショウケン,"Merrill Lynch Japan Securities Co.,Ltd.",MLS,サイン #,はい,休眠
オファーマ株式会社,,,,オファーマ,,, 一馬,いいえ,
会社,,,,,Merck Ltd.,MERCK,サイン #,はい,休眠
ントロール・プロダクツ株式会社,,,,トロールプロダクツ,,, 慎也,いいえ,
・ベンツ日本株式会社,,,,,,,サイン #,いいえ,
・ビジネス株式会社,,,,ビジネスカブシキガイシャ,,,サイン #,いいえ,
ス株式会社,,,,ス,,,サイン #,いいえ,
OSAKA,,,,,,,サイン #,いいえ,
メンズクララクリニック,,,,ウメンズクララクリニック,,,サイン #,いいえ,
グラフィックス･ジャパン株式会社,,,,ラフイツクスジヤパン,,,サイン #,いいえ,
キュリティ・ジャパン株式会社,,,,,,,サイン #,いいえ,
・マネジメント・ジャパン株式会社,,,,,,,サイン #,いいえ,
式会社 【説明欄参照】,,,,,,,サイン #,いいえ,
ーツカーズ株式会社,,,,,,,サイン #,いいえ,
ィスプアナニ,,,,,,,サイン #,いいえ,
・ソリューションズ株式会社,,,,ソリューションズ,Motorola Solutions Japan Ltd.,, 翼,いいえ,
・モリカトロンホールディングス株式会社,,,,・モリカトロンホールディングス,,,サイン #,いいえ,
ンピューティング推進コンソーシアム,,,,,,,サイン #,いいえ,
ルスケア株式会社,,,,スルケア,Mobacom Healthcare Inc.,, 隆一郎,いいえ,
式会社,,,,,,,サイン #,いいえ,
フォースター外国法事務弁護士事務所,,,,フォースターガイコクホウジムベンゴシジムショ,MORRISON&FOERSTER LLP,,サイン #,いいえ,
ワールドワイド インク,,,,ールドワイドインク,"Morinda Worldwide, Inc.,",TAHITIAN, 拓,いいえ,終息
ャパン合同会社,,,,ャパンゴウドウ,,,サイン #,はい,休眠
スタンレー・インベストメント・マネジメント株式会社,,,,,,"投資コンサルティング,投資信託運用",サイン #,いいえ,
スタンレーMUFG証券株式会社,,,,タンレーMUFGショウケン,"Morgan Stanley MUFG Securities Co., Ltd.",,サイン #,いいえ,
ルイス&バッキアス外国法事務弁護士事務所,,,,ルイス&バッキアス ジムベンゴシジムショ,"Morgan, Lewis & Bockius LLP",MLB, 袈琳,いいえ,
ルイス&バッキアス法律事務所,,,,,,,サイン #,いいえ,
クアーズ・ジャパン株式会社,,,,クアーズ・ジャパン,"Molson Coors Japan Co., Ltd.",MCJ, 咲千子,いいえ,
ズ・ジャパン株式会社,,,,ズジャパン,Mondelez Japan Limited,CADBUR,レオン,いいえ,
株式会社,,,,サン,MONTE BUSSAN K.K.,,サイン #,いいえ,
ルメール教会,,,,,,,サイン #,いいえ,
会社,,,,,Yahoo Japan Corporation,YAHOO, 遼,はい,休眠
株式会社,,,,,,"オーディオ機器製造,オーディオ機器販売,分析機器製造,制御機器製造,制御機器販売,計測器製造",サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
ジットファイナンス株式会社,,,,ジットファイナンス,"YAMATO CREDIT & FINANCE CO.,LTD.",,サイン #,いいえ,
ーバルロジスティクスジャパン株式会社,,,,,,"倉庫業,国際物流,海上運送事業,海外引越,港湾運送事業,航空運送代理店業,荷造梱包業,貨物利用運送事業,貨物自動車運送事業,購買代行,通関事業",サイン #,いいえ,
タクトサービス株式会社,,,,タクトサービス,"YAMATO CONTACT SERVICE CO.,LTD.",, 健太,いいえ,
テム開発株式会社,,,,テムカイハツ,"YAMATO SYSTEM DEVELOPMENT CO.,LTD.",YSD,サイン #,はい,休眠
ナンシャル株式会社,,,,ナンシャル,"Yamato Financial Co., Ltd.",YMFI,サイン #,いいえ,
テック株式会社,,,,テツク,,,サイン #,いいえ,
ムコンビニエンス株式会社,,,,ムコンビニエンス,,, 絢之輔,いいえ,
ルディングス株式会社,,,,ルディングスカブシキガイシャ,,,サイン #,いいえ,
クスチャーター株式会社,,,,,,,サイン #,いいえ,
チメンテナンスソリューションズ株式会社,,,,,,,サイン #,いいえ,
